시간,유형,메시지
"오전 10:53:37","success","[64/490] 세종마루2 : 변환 성공"
"오전 10:53:37","info","[65/490] 세종메디컬센터 : 주소 검색 시도[road]-> ""세종특별자치시 한누리대로 2265, 세종메디컬센터"""
"오전 10:53:37","info","[65/490] 세종메디컬센터 : 역지오코딩 검증 중..."
"오전 10:53:37","success","[65/490] 세종메디컬센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:37","success","[65/490] 세종메디컬센터 : 주소 검색 성공[road]"
"오전 10:53:37","info","[65/490] 세종메디컬센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 세종메디컬센터"""
"오전 10:53:38","success","[65/490] 세종메디컬센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (8m)"
"오전 10:53:38","success","[65/490] 세종메디컬센터 : 변환 성공"
"오전 10:53:38","info","[66/490] 세종메디컬의원 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 허만석로 69"""
"오전 10:53:38","info","[66/490] 세종메디컬의원 : 역지오코딩 검증 중..."
"오전 10:53:38","success","[66/490] 세종메디컬의원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:38","success","[66/490] 세종메디컬의원 : 주소 검색 성공[road]"
"오전 10:53:38","info","[66/490] 세종메디컬의원 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 세종메디컬의원"""
"오전 10:53:39","warning","[66/490] 세종메디컬의원 : [DOUBLE-CHECK] 시설명 위치와 불일치 (12987m)"
"오전 10:53:39","success","[66/490] 세종메디컬의원 : 변환 성공"
"오전 10:53:39","info","[67/490] 국책연구단지2청사 : 주소 검색 시도[road]-> ""세종특별자치시 시청대로 370, 나라키움 세종국책연구단지"""
"오전 10:53:39","info","[67/490] 국책연구단지2청사 : 역지오코딩 검증 중..."
"오전 10:53:39","success","[67/490] 국책연구단지2청사 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:39","success","[67/490] 국책연구단지2청사 : 주소 검색 성공[road]"
"오전 10:53:39","info","[67/490] 국책연구단지2청사 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 국책연구단지2청사"""
"오전 10:53:39","warning","[67/490] 국책연구단지2청사 : [DOUBLE-CHECK] 시설명 위치와 불일치 (262m)"
"오전 10:53:39","success","[67/490] 국책연구단지2청사 : 변환 성공"
"오전 10:53:39","info","[68/490] 굿모닝주유소 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 세종로 2712"""
"오전 10:53:40","info","[68/490] 굿모닝주유소 : 역지오코딩 검증 중..."
"오전 10:53:40","success","[68/490] 굿모닝주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:40","success","[68/490] 굿모닝주유소 : 주소 검색 성공[road]"
"오전 10:53:40","info","[68/490] 굿모닝주유소 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 굿모닝주유소"""
"오전 10:53:40","success","[68/490] 굿모닝주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (14m)"
"오전 10:53:40","success","[68/490] 굿모닝주유소 : 변환 성공"
"오전 10:53:40","info","[69/490] 그랜드프라자 : 주소 검색 시도[road]-> ""세종특별자치시 마음로 74, 그랜드프라자"""
"오전 10:53:40","info","[69/490] 그랜드프라자 : 역지오코딩 검증 중..."
"오전 10:53:41","success","[69/490] 그랜드프라자 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:41","success","[69/490] 그랜드프라자 : 주소 검색 성공[road]"
"오전 10:53:41","info","[69/490] 그랜드프라자 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 그랜드프라자"""
"오전 10:53:41","success","[69/490] 그랜드프라자 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오전 10:53:41","success","[69/490] 그랜드프라자 : 변환 성공"
"오전 10:53:41","info","[70/490] 그린주유소 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 세종로 2706"""
"오전 10:53:41","info","[70/490] 그린주유소 : 역지오코딩 검증 중..."
"오전 10:53:41","success","[70/490] 그린주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:41","success","[70/490] 그린주유소 : 주소 검색 성공[road]"
"오전 10:53:41","info","[70/490] 그린주유소 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 그린주유소"""
"오전 10:53:42","success","[70/490] 그린주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (12m)"
"오전 10:53:42","success","[70/490] 그린주유소 : 변환 성공"
"오전 10:53:42","info","[71/490] 금강노을 : 주소 검색 시도[road]-> ""세종특별자치시 시청대로 115, 금강노을"""
"오전 10:53:42","info","[71/490] 금강노을 : 역지오코딩 검증 중..."
"오전 10:53:42","success","[71/490] 금강노을 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:42","success","[71/490] 금강노을 : 주소 검색 성공[road]"
"오전 10:53:42","info","[71/490] 금강노을 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금강노을"""
"오전 10:53:42","success","[71/490] 금강노을 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오전 10:53:42","success","[71/490] 금강노을 : 변환 성공"
"오전 10:53:42","info","[72/490] 금강베네치아 : 주소 검색 시도[road]-> ""세종특별자치시 시청대로 213, 금강베네치아"""
"오전 10:53:43","info","[72/490] 금강베네치아 : 역지오코딩 검증 중..."
"오전 10:53:43","success","[72/490] 금강베네치아 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:43","success","[72/490] 금강베네치아 : 주소 검색 성공[road]"
"오전 10:53:43","info","[72/490] 금강베네치아 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금강베네치아"""
"오전 10:53:43","success","[72/490] 금강베네치아 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (8m)"
"오전 10:53:43","success","[72/490] 금강베네치아 : 변환 성공"
"오전 10:53:43","info","[73/490] 금강수변공원(대평동) : 주소 검색 시도[jibun]-> ""세종특별자치시 대평동 63-21"""
"오전 10:53:43","info","[73/490] 금강수변공원(대평동) : 역지오코딩 검증 중..."
"오전 10:53:44","success","[73/490] 금강수변공원(대평동) : 역지오코딩 검증[PERFECT] - 주소 일��"
"오전 10:53:44","success","[73/490] 금강수변공원(대평동) : 주소 검색 성공[jibun]"
"오전 10:53:44","info","[73/490] 금강수변공원(대평동) : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금강수변공원"""
"오전 10:53:44","warning","[73/490] 금강수변공원(대평동) : [DOUBLE-CHECK] 시설명 위치와 불일치 (1895m)"
"오전 10:53:44","success","[73/490] 금강수변공원(대평동) : 변환 성공"
"오전 10:53:44","info","[74/490] 금강수변공원(보람동) : 주소 검색 시도[jibun]-> ""세종특별자치시 보람동 623-24"""
"오전 10:53:44","info","[74/490] 금강수변공원(보람동) : 역지오코딩 검증 중..."
"오전 10:53:45","success","[74/490] 금강수변공원(보람동) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:45","success","[74/490] 금강수변공원(보람동) : 주소 검색 성공[jibun]"
"오전 10:53:45","info","[74/490] 금강수변공원(보람동) : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금강수변공원"""
"오전 10:53:45","info","[Cache] 키워드 검색 결과 재사용: ""세종특별자치시 금강수변공원"""
"오전 10:53:45","success","[74/490] 금강수변공원(보람동) : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (62m)"
"오전 10:53:45","success","[74/490] 금강수변공원(보람동) : 변환 성공"
"오전 10:53:45","info","[75/490] 금남근린공원 : 주소 검색 시도[road]-> ""세종특별자치시 금남면 용포로 63-9"""
"오전 10:53:45","info","[75/490] 금남근린공원 : 역지오코딩 검증 중..."
"오전 10:53:45","success","[75/490] 금남근린공원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:45","success","[75/490] 금남근린공원 : 주소 검색 성공[road]"
"오전 10:53:45","info","[75/490] 금남근린공원 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금남근린공원"""
"오전 10:53:45","success","[75/490] 금남근린공원 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (37m)"
"오전 10:53:45","warning","[75/490] 금남근린공원 : [DOUBLE-CHECK] 주소 번호 불일치 (63 vs 124), 하지만 위치 근접하여 허용"
"오전 10:53:45","success","[75/490] 금남근린공원 : 변환 성공"
"오전 10:53:45","info","[76/490] 금남면행정복지센터 : 주소 검색 시도[road]-> ""세종특별자치시 금남면 용포로 57"""
"오전 10:53:46","info","[76/490] 금남면행정복지센터 : 역지오코딩 검증 중..."
"오전 10:53:46","success","[76/490] 금남면행정복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:46","success","[76/490] 금남면행정복지센터 : 주소 검색 성공[road]"
"오전 10:53:46","info","[76/490] 금남면행정복지센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금남면행정복지센터"""
"오전 10:53:46","success","[76/490] 금남면행정복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (47m)"
"오전 10:53:46","info","[76/490] 금남면행정복지센터 : 입력좌표 vs 검색좌표 거리 = 21 m"
"오전 10:53:46","warning","[76/490] 금남면행정복지센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오전 10:53:46","success","[76/490] 금남면행정복지센터 : 변환 성공"
"오전 10:53:46","info","[77/490] 금남프라자 : 주소 검색 시도[road]-> ""세종특별자치시 호려울로 45, 금남프라자"""
"오전 10:53:47","info","[77/490] 금남프라자 : 역지오코딩 검증 중..."
"오전 10:53:47","success","[77/490] 금남프라자 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:47","success","[77/490] 금남프라자 : 주소 검색 성공[road]"
"오전 10:53:47","info","[77/490] 금남프라자 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금남프라자"""
"오전 10:53:47","success","[77/490] 금남프라자 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (10m)"
"오전 10:53:47","success","[77/490] 금남프라자 : 변환 성공"
"오전 10:53:47","info","[78/490] 금락정(부용리) 화장실 : 주소 검색 시도[jibun]-> ""세종특별자치시 금남면 부용리 80-8"""
"오전 10:53:47","info","[78/490] 금락정(부용리) 화장실 : 역지오코딩 검증 중..."
"오전 10:53:48","success","[78/490] 금락정(부용리) 화장실 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:48","success","[78/490] 금락정(부용리) 화장실 : 주소 검색 성공[jibun]"
"오전 10:53:48","info","[78/490] 금락정(부용리) 화장실 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금락정"""
"오전 10:53:48","success","[78/490] 금락정(부용리) 화장실 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (17m)"
"오전 10:53:48","info","[78/490] 금락정(부용리) 화장실 : 입력좌표 vs 검색좌표 거리 = 14 m"
"오전 10:53:48","warning","[78/490] 금락정(부용리) 화장실 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오전 10:53:48","success","[78/490] 금락정(부용리) 화장실 : 변환 성공"
"오전 10:53:48","info","[79/490] 부강생활체육공원(관리동) : 주소 검색 시도[road]-> ""세종특별자치시 부강면 부강금호로 170, 부강생활체육공원 관리동"""
"오전 10:53:48","info","[79/490] 부강생활체육공원(관리동) : 역지오코딩 검증 중..."
"오전 10:53:48","success","[79/490] 부강생활체육공원(관리동) : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:48","success","[79/490] 부강생활체육공원(관리동) : 주소 검색 성공[road]"
"오전 10:53:48","info","[79/490] 부강생활체육공원(관리동) : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 부강생활체육공원"""
"오전 10:53:49","success","[79/490] 부강생활체육공원(관리동) : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (58m)"
"오전 10:53:49","success","[79/490] 부강생활체육공원(관리동) : 변환 성공"
"오전 10:53:49","info","[80/490] 방울새어린이공원 : 주소 검색 시도[road]-> ""세종특별자치시 다솜로 175"""
"오전 10:53:49","info","[80/490] 방울새어린이공원 : 역지오코딩 검증 중..."
"오전 10:53:49","success","[80/490] 방울새어린이공원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:49","success","[80/490] 방울새어린이공원 : 주소 검색 성공[road]"
"오전 10:53:49","info","[80/490] 방울새어린이공원 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 방울새어린이공원"""
"오전 10:53:49","success","[80/490] 방울새어린이공원 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (26m)"
"오전 10:53:49","warning","[80/490] 방울새어린이공원 : [DOUBLE-CHECK] 주소 번호 불일치 (175 vs 642), 하지만 위치 근접하여 허용"
"오전 10:53:49","info","[80/490] 방울새어린이공원 : 입력좌표 vs 검색좌표 거리 = 11 m"
"오전 10:53:49","warning","[80/490] 방울새어린이공원 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오전 10:53:49","success","[80/490] 방울새어린이공원 : 변환 성공"
"오전 10:53:49","info","[81/490] 부강119안전센터 : 주소 검색 시도[road]-> ""세종특별자치시 부강면 청연로 7, 부강119안전센터"""
"오전 10:53:50","info","[81/490] 부강119안전센터 : 역지오코딩 검증 중..."
"오전 10:53:50","success","[81/490] 부강119안전센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:50","success","[81/490] 부강119안전센터 : 주소 검색 성공[road]"
"오전 10:53:50","info","[81/490] 부강119안전센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 부강119안전센터"""
"오전 10:53:50","success","[81/490] 부강119안전센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오전 10:53:50","success","[81/490] 부강119안전센터 : 변환 성공"
"오전 10:53:50","info","[82/490] 청춘1번가 : 주소 검색 시도[road]-> ""세종특별자치시 시청대로 537"""
"오전 10:53:51","info","[82/490] 청춘1번가 : 역지오코딩 검증 중..."
"오전 10:53:51","success","[82/490] 청춘1번가 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:51","success","[82/490] 청춘1번가 : 주소 검색 성공[road]"
"오전 10:53:51","info","[82/490] 청춘1번가 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 청춘1번가"""
"오전 10:53:51","success","[82/490] 청춘1번가 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (20m)"
"오전 10:53:51","success","[82/490] 청춘1번가 : 변환 성공"
"오전 10:53:51","info","[83/490] 보람종합복지센터 : 주소 검색 시도[road]-> ""세종특별자치시 한누리대로 2107, 보람종합복지센터"""
"오전 10:53:52","info","[83/490] 보람종합복지센터 : 역지오코딩 검증 중..."
"오전 10:53:52","success","[83/490] 보람종합복지센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:52","success","[83/490] 보람종합복지센터 : 주소 검색 성공[road]"
"오전 10:53:52","info","[83/490] 보람종합복지센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 보람종합복지센터"""
"오전 10:53:52","success","[83/490] 보람종합복지센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오전 10:53:52","success","[83/490] 보람종합복지센터 : 변환 성공"
"오전 10:53:52","info","[84/490] 전의119안전센터 : 주소 검색 시도[road]-> ""세종특별자치시 전의면 서정길 46-6, 전의119안전센터"""
"오전 10:53:52","info","[84/490] 전의119안전센터 : 역지오코딩 검증 중..."
"오전 10:53:53","success","[84/490] 전의119안전센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:53","success","[84/490] 전의119안전센터 : 주소 검색 성공[road]"
"오전 10:53:53","info","[84/490] 전의119안전센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 전의119안전센터"""
"오전 10:53:53","success","[84/490] 전의119안전센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오전 10:53:53","success","[84/490] 전의119안전센터 : 변환 성공"
"오전 10:53:53","info","[85/490] 조치원역 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 으뜸길 215, 조치원역"""
"오전 10:53:53","info","[85/490] 조치원역 : 역지오코딩 검증 중..."
"오전 10:53:53","success","[85/490] 조치원역 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:53","success","[85/490] 조치원역 : 주소 검색 성공[road]"
"오전 10:53:53","info","[85/490] 조치원역 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 조치원역"""
"오전 10:53:54","warning","[85/490] 조치원역 : [DOUBLE-CHECK] 시설명 위치와 불일치 (270m)"
"오전 10:53:54","success","[85/490] 조치원역 : 변환 성공"
"오전 10:53:54","info","[86/490] 조치원우체국 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 새내12길 3, 조치원우체국"""
"오전 10:53:54","info","[86/490] 조치원우체국 : 역지오코딩 검증 중..."
"오전 10:53:54","success","[86/490] 조치원우체국 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:54","success","[86/490] 조치원우체국 : 주소 검색 성공[road]"
"오전 10:53:54","info","[86/490] 조치원우체국 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 조치원우체국"""
"오전 10:53:54","warning","[86/490] 조치원우체국 : [DOUBLE-CHECK] 시설명 위치와 불일치 (1312m)"
"오전 10:53:54","success","[86/490] 조치원우체국 : 변환 성공"
"오전 10:53:54","info","[87/490] 조치원읍복합커뮤니티센터 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 대첩로 76"""
"오전 10:53:54","info","[Cache] 지오코딩 결과 재사용: ""세종특별자치시 조치원읍 대첩로 76"""
"오전 10:53:54","info","[87/490] 조치원읍복합커뮤니티센터 : 역지오코딩 검증 중..."
"오전 10:53:54","info","[Cache] 역지오코딩 결과 재사용: 36.595674,127.287935"
"오전 10:53:55","success","[87/490] 조치원읍복합커뮤니티센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:55","success","[87/490] 조치원읍복합커뮤니티센터 : 주소 검색 성공[road]"
"오전 10:53:55","info","[87/490] 조치원읍복합커뮤니티센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 조치원읍복합커뮤니티센터"""
"오전 10:53:55","success","[87/490] 조치원읍복합커뮤니티센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (13m)"
"오전 10:53:55","info","[87/490] 조치원읍복합커뮤니티센터 : 입력좌표 vs 검색좌표 거리 = 9 m"
"오전 10:53:55","warning","[87/490] 조치원읍복합커뮤니티센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오전 10:53:55","success","[87/490] 조치원읍복합커뮤니티센터 : 변환 성공"
"오전 10:53:55","info","[88/490] 새롬동복합커뮤니티센터 : 주소 검색 시도[road]-> ""세종특별자치시 새롬중앙로 44, 새롬동복합커뮤니티센터"""
"오전 10:53:55","info","[88/490] 새롬동복합커뮤니티센터 : 역지오코딩 검증 중..."
"오전 10:53:55","success","[88/490] 새롬동복합커뮤니티센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:55","success","[88/490] 새롬동복합커뮤니티센터 : 주소 검색 성공[road]"
"오전 10:53:55","info","[88/490] 새롬동복합커뮤니티센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 새롬동복합커뮤니티센터"""
"오전 10:53:56","success","[88/490] 새롬동복합커뮤니티센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (7m)"
"오전 10:53:56","success","[88/490] 새롬동복합커뮤니티센터 : 변환 성공"
"오전 10:53:56","info","[89/490] 밀레니엄 : 주소 검색 시도[road]-> ""세종특별자치시 한누리대로 296, 밀레니엄"""
"오전 10:53:56","info","[89/490] 밀레니엄 : 역지오코딩 검증 중..."
"오전 10:53:56","success","[89/490] 밀레니엄 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:56","success","[89/490] 밀레니엄 : 주소 검색 성공[road]"
"오전 10:53:56","info","[89/490] 밀레니엄 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 밀레니엄"""
"오전 10:53:56","success","[89/490] 밀레니엄 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오전 10:53:56","success","[89/490] 밀레니엄 : 변환 성공"
"오전 10:53:56","info","[90/490] 장군면주민센터 : 주소 검색 시도[road]-> ""세종특별자치시 장군면 장척로 400-1, 장군면사무소"""
"오전 10:53:56","info","[90/490] 장군면주민센터 : 역지오코딩 검증 중..."
"오전 10:53:57","success","[90/490] 장군면주민센터 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:57","success","[90/490] 장군면주민센터 : 주소 검색 성공[road]"
"오전 10:53:57","info","[90/490] 장군면주민센터 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 장군면주민센터"""
"오전 10:53:57","success","[90/490] 장군면주민센터 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (42m)"
"오전 10:53:57","info","[90/490] 장군면주민센터 : 입력좌표 vs 검색좌표 거리 = 38 m"
"오전 10:53:57","warning","[90/490] 장군면주민센터 : 검증 등급 PERFECT -> 검색 좌표 우선 적용"
"오전 10:53:57","success","[90/490] 장군면주민센터 : 변환 성공"
"오전 10:53:57","info","[91/490] 충청남도산림박물관 : 주소 검색 시도[road]-> ""세종특별자치시 금남면 산림박물관길 110, 산림박물관, 산림환경연구소"""
"오전 10:53:57","info","[91/490] 충청남도산림박물관 : 역지오코딩 검증 중..."
"오전 10:53:57","success","[91/490] 충청남도산림박물관 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:57","success","[91/490] 충청남도산림박물관 : 주소 검색 성공[road]"
"오전 10:53:57","info","[91/490] 충청남도산림박물관 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 충청남도산림박물관"""
"오전 10:53:57","info","[91/490] 충청남도산림박물관 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 10:53:57","success","[91/490] 충청남도산림박물관 : 변환 성공"
"오전 10:53:57","info","[92/490] 금강자연휴양림 서문 : 주소 검색 시도[road]-> ""세종특별자치시 금남면 산림박물관길 110, 산림박물관, 산림환경연구소"""
"오전 10:53:57","info","[Cache] 지오코딩 결과 재사용: ""세종특별자치시 금남면 산림박물관길 110, 산림박물관, 산림환경연구소"""
"오전 10:53:58","info","[92/490] 금강자연휴양림 서문 : 역지오코딩 검증 중..."
"오전 10:53:58","info","[Cache] 역지오코딩 결과 재사용: 36.437699,127.232743"
"오전 10:53:58","success","[92/490] 금강자연휴양림 서문 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:58","success","[92/490] 금강자연휴양림 서문 : 주소 검색 성공[road]"
"오전 10:53:58","info","[92/490] 금강자연휴양림 서문 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 금강자연휴양림 서문"""
"오전 10:53:58","info","[92/490] 금강자연휴양림 서문 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 10:53:58","success","[92/490] 금강자연휴양림 서문 : 변환 성공"
"오전 10:53:58","info","[93/490] 원리119지역대 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 으뜸길 235"""
"오전 10:53:58","info","[93/490] 원리119지역대 : 역지오코딩 검증 중..."
"오전 10:53:58","success","[93/490] 원리119지역대 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:58","success","[93/490] 원리119지역대 : 주소 검색 성공[road]"
"오전 10:53:58","info","[93/490] 원리119지역대 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 원리119지역대"""
"오전 10:53:59","success","[93/490] 원리119지역대 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (4m)"
"오전 10:53:59","success","[93/490] 원리119지역대 : 변환 성공"
"오전 10:53:59","info","[94/490] 베스트주유소 : 주소 검색 시도[road]-> ""세종특별자치시 조치원읍 세종로 2749"""
"오전 10:53:59","info","[94/490] 베스트주유소 : 역지오코딩 검증 중..."
"오전 10:53:59","success","[94/490] 베스트주유소 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:53:59","success","[94/490] 베스트주유소 : 주소 검색 성공[road]"
"오전 10:53:59","info","[94/490] 베스트주유소 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 베스트주유소"""
"오전 10:53:59","success","[94/490] 베스트주유소 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오전 10:53:59","success","[94/490] 베스트주유소 : 변환 성공"
"오전 10:53:59","info","[95/490] 포레뷰2차 : 주소 검색 시도[road]-> ""세종특별자치시 한누리대로 291, 포레뷰2차"""
"오전 10:53:59","info","[95/490] 포레뷰2차 : 역지오코딩 검증 중..."
"오전 10:54:00","success","[95/490] 포레뷰2차 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:54:00","success","[95/490] 포레뷰2차 : 주소 검색 성공[road]"
"오전 10:54:00","info","[95/490] 포레뷰2차 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 포레뷰2차"""
"오전 10:54:00","success","[95/490] 포레뷰2차 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (1m)"
"오전 10:54:00","success","[95/490] 포레뷰2차 : 변환 성공"
"오전 10:54:00","info","[96/490] 푸드스퀘어 1동 : 주소 검색 시도[road]-> ""세종특별자치시 장군면 당암길 42"""
"오전 10:54:00","info","[96/490] 푸드스퀘어 1동 : 역지오코딩 검증 중..."
"오전 10:54:00","success","[96/490] 푸드스퀘어 1동 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:54:00","success","[96/490] 푸드스퀘어 1동 : 주소 검색 성공[road]"
"오전 10:54:00","info","[96/490] 푸드스퀘어 1동 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 푸드스퀘어 1동"""
"오전 10:54:01","info","[96/490] 푸드스퀘어 1동 : [DOUBLE-CHECK] 시설명으로 검색 결과 없음 - 주소 검색 결과만 사용"
"오전 10:54:01","success","[96/490] 푸드스퀘어 1동 : 변환 성공"
"오전 10:54:01","info","[97/490] 푸드스퀘어 2동 : 주소 검색 시도[road]-> ""세종특별자치시 장군면 당암길 42"""
"오전 10:54:01","info","[Cache] 지오코딩 결과 재사용: ""세종특별자치시 장군면 당암길 42"""
"오전 10:54:01","info","[97/490] 푸드스퀘어 2동 : 역지오코딩 검증 중..."
"오전 10:54:01","info","[Cache] 역지오코딩 결과 재사용: 36.497742,127.233100"
"오전 10:54:01","success","[97/490] 푸드스퀘어 2동 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:54:01","success","[97/490] 푸드스퀘어 2동 : 주소 검색 성공[road]"
"오전 10:54:01","info","[97/490] 푸드스퀘어 2동 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 푸드스퀘어 2동"""
"오전 10:54:01","success","[97/490] 푸드스퀘어 2동 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (0m)"
"오전 10:54:01","success","[97/490] 푸드스퀘어 2동 : 변환 성공"
"오전 10:54:01","info","[98/490] 품안뜰근린공원 : 주소 검색 시도[jibun]-> ""세종특별자치시 다정동 921"""
"오전 10:54:01","info","[98/490] 품안뜰근린공원 : 역지오코딩 검증 중..."
"오전 10:54:02","success","[98/490] 품안뜰근린공원 : 역지오코딩 검증[PERFECT] - 주소 일치"
"오전 10:54:02","success","[98/490] 품안뜰근린공원 : 주소 검색 성공[jibun]"
"오전 10:54:02","info","[98/490] 품안뜰근린공원 : 시설명 교차 검증 중 [Phase B] -> ""세종특별자치시 품안뜰근린공원"""
"오전 10:54:02","success","[98/490] 품안뜰근린공원 : [DOUBLE-CHECK] 시설명 검색 결과와 일치 (71m)"
