구분,화장실명,주소,층수,남성변기수,여성변기수,개방시간상세,WGS84위도,WGS84경도
공중화장실,교촌한옥마을 홍보관,경북 경주시 교촌안길 31 교촌한옥마을 홍보관,1,1,3,,35.8301,129.2177
공중화장실,교촌한옥마을 관광안내소,경북 경주시 교촌길 39-2 교촌한옥마을 관광안내소,1,3,6,,35.8296,129.2147
공중화장실,불국시장,경북 경주시 불국장터길 9-6 불국시장,1,5,5,정시(09:00~18:00),35.776,129.3012
공중화장실,신라왕경숲 A동,경북 경주시 구황동 2-1 신라왕경숲 A동,1,4,7,,35.84065199,129.2471537
공중화장실,신라왕경숲 B동,경북 경주시 구황동 2-1 신라왕경숲 B동,1,4,7,,35.84243564,129.2506829
공중화장실,알천파크 골프장,경북 경주시 구황동 7-1 알천파크 골프장,1,1,2,정시(09:00~20:00),35.84,129.243843
공중화장실,황룡사역사문화관 임시주차장,경북 경주시 구황동 729-2 황룡사역사문화관 임시주차장,1,3,7,,35.835893,129.232847
공중화장실,황룡사역사문화관,경북 경주시 임해로 64-19 황룡사역사문화관,1,4,9,정시(09:00~18:00),35.838506,129.231068
공중화장실,중부농업인상담소,경북 경주시 원효로 280 중부농업인상담소,1,1,1,정시(09:00~18:00),35.8407,129.2316
간이화장실,알천 2구장,경북 경주시 구황동 883-1 알천 2구장,1,1,3,정시(09:00~20:00),35.840441,129.239824
